Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
56,2007-12-27,45.87416458129883,47.13586467249687,45.48594714342551,46.48883853465923,44565277
57,2007-12-28,46.23003387451172,46.42414261041059,45.291842382321704,45.77711202810528,18354518
58,2007-12-31,46.56970977783203,46.84469672252243,46.00356199261552,46.58588806159391,11982308
59,2008-01-01,47.42702865600586,47.863772205170164,46.375611113315955,46.81235466248026,16687746
60,2008-01-02,47.1682243347168,47.78289838552361,46.47267200385836,47.42703307571097,13437280
61,2008-01-03,49.10930633544922,49.3034150981211,46.31091853637379,46.8770665345422,31815218
62,2008-01-04,48.850486755371094,50.46805210608601,48.526973685228114,49.82102596580005,28011310
63,2008-01-07,48.446109771728516,49.56222756165882,47.92848782854883,48.543161966356145,15858063
64,2008-01-08,46.79618835449219,49.17401082974082,46.2300403550486,48.494632352822954,13282666
65,2008-01-09,46.05210876464844,47.055000455333754,45.938878279132204,46.84471777533396,13113527
66,2008-01-10,44.95214080810547,47.556423028702056,44.64480171027068,46.26237105958846,18023003
67,2008-01-11,45.63153076171875,46.06827429174438,43.83603055781936,45.56682639137165,11629440
68,2008-01-14,46.32710266113281,46.81237248093139,44.98452370394252,45.71242843364038,10264240
69,2008-01-15,44.91981506347656,47.26528563764111,44.54777578102234,47.07118123839777,11558334
70,2008-01-16,43.99778366088867,44.968322812764455,42.881666268987466,44.59628368213072,14834065
71,2008-01-17,45.178611755371094,46.181503133167304,43.221355081880944,44.159542091589614,16169395
72,2008-01-18,43.075782775878906,44.85510487646661,42.703739189959585,44.806574399745045,13254156
73,2008-01-21,35.748207092285156,42.703738891409635,31.138143124483168,42.703738891409635,33202389
74,2008-01-22,32.1572151184082,33.96888964219874,25.541369423077867,32.22191730983701,58755707
75,2008-01-23,35.748207092285156,37.12313779676325,32.674832576392944,32.674832576392944,28425991
76,2008-01-24,35.8290901184082,38.368669222079895,34.130646081853804,37.67311682755272,29911930
77,2008-01-25,37.67311096191406,37.85104141144036,36.15259763933074,37.52752831199091,12550722
78,2008-01-28,38.0775032043457,38.36866412290287,34.13064154590795,37.15548997230856,13601109
79,2008-01-29,37.446632385253906,38.72451028087446,36.88048472809229,38.17453651589026,7679877
80,2008-01-30,35.37617874145508,37.68929728754822,34.90708283742565,37.52754068449376,9016102
81,2008-01-31,33.063045501708984,35.8452588999986,32.67483023993831,35.748204536065046,41538563
82,2008-02-01,34.211509704589844,34.454144462949685,33.32184892393709,33.629185845733616,9089201
83,2008-02-04,35.97465896606445,36.395226363649414,34.85853939883135,34.85853939883135,12009385
84,2008-02-05,37.09078598022461,37.57605564549223,35.262937785302036,36.03936837214476,14593303
85,2008-02-06,36.76726531982422,37.20400880646452,34.712958808424915,36.07171315335895,12429218
86,2008-02-07,35.03647994995117,37.511356622978276,34.81002120578259,36.26583023910545,11300078
87,2008-02-08,34.1306266784668,35.55408285084863,33.49977463978856,35.2629220591223,13514197
88,2008-02-11,31.720470428466797,34.61591478944772,31.380781192344376,34.61591478944772,15133331
89,2008-02-12,31.15431022644043,32.885105726567794,30.895499376800398,32.67482314533948,10237627
90,2008-02-13,30.701406478881836,32.108687394596785,30.07055626190865,31.704295948592947,10395753
91,2008-02-14,33.38656234741211,33.72625156247295,31.38077924665807,31.38077924665807,12514003
92,2008-02-15,34.34092330932617,34.615910320678914,32.367492530587185,33.25715355159903,12080990
93,2008-02-18,34.14680862426758,35.11734994481305,33.855647763878196,35.11734994481305,6977153
94,2008-02-19,33.774776458740234,34.84237015662831,33.51596553289408,34.76149187942412,7226542
95,2008-02-20,32.933631896972656,33.46742968727858,32.56159280788072,33.451253597760875,5604999
96,2008-02-21,33.16010284423828,33.72625079174727,32.75571145316044,33.467439862664705,3874365
97,2008-02-22,32.739532470703125,32.94981509792866,31.72046493870277,32.06015411603622,2691220
98,2008-02-25,33.01450729370117,33.41889852683469,32.221900915552055,33.1277377165637,6270186
99,2008-02-26,33.143924713134766,33.6130182591669,32.98216816664344,33.32185735306794,7139423
100,2008-02-27,35.084999084472656,36.815792609022786,33.62919033976676,33.62919033976676,43223132
101,2008-02-28,36.071720123291016,36.346707141193264,34.9394242513984,35.424693910780945,35763847
102,2008-02-29,35.55409622192383,36.55698767096812,34.97177441947337,35.84525931711259,16477462
103,2008-03-03,34.06593704223633,35.19823510586223,33.67772175428772,34.0012348599055,10049153
104,2008-03-04,33.19244384765625,34.421793782307454,32.351311298446674,34.29238944980232,11485198
105,2008-03-05,33.80713653564453,33.968893127796626,32.38367720832758,33.35421676124015,8581053
106,2008-03-07,32.07632827758789,33.321854454824084,30.733747742105706,33.321854454824084,14251925
107,2008-03-10,31.9625244140625,32.19013091252148,30.125412141756613,32.125100799402254,11713659
108,2008-03-11,34.596275329589844,34.9214282186057,30.95456341362911,31.70241329429825,19665129
109,2008-03-12,33.718353271484375,35.76681632407921,33.39320047599578,35.539209808253894,12262350
110,2008-03-13,29.084932327270508,33.16560376286942,28.288308183883373,32.840450871275955,47000084
111,2008-03-14,31.084609985351562,31.214670201594725,29.296269884050535,29.897801140529154,35798540
112,2008-03-17,29.865285873413086,30.499333258563638,29.23123848826253,30.499333258563638,19211273
113,2008-03-18,30.125410079956055,30.710685468139257,29.328784082246123,29.816513204884924,12632937
114,2008-03-19,30.304250717163086,33.75086923082061,30.109158146259375,31.539829649274402,16449023
115,2008-03-24,30.596879959106445,31.442277954856397,29.930316409197804,31.442277954856397,11636914
116,2008-03-25,31.751184463500977,31.94627485489116,30.824497937874813,31.393515438326403,13232423
117,2008-03-26,31.556079864501953,32.32018967079439,31.214669053071653,31.53982178679897,11448313
118,2008-03-27,32.125099182128906,32.43399606279033,31.084610809352437,31.084610809352437,17425122
119,2008-03-28,32.19013214111328,32.43399893351386,31.344736228130575,32.27142033688566,11599511
120,2008-03-31,31.9625244140625,32.336451423393946,31.539825371162465,32.19013091252148,9914705
121,2008-04-01,32.027549743652344,32.48276487766423,31.621108841007633,32.19012610471023,6034588
122,2008-04-02,32.54780197143555,33.49074639113939,32.190133018257626,32.190133018257626,6087024
123,2008-04-03,32.287681579589844,32.77541080199652,32.027558886622884,32.62909247629125,3883474
124,2008-04-04,32.125099182128906,32.49902617263575,31.507309830972538,32.49902617263575,5906537
125,2008-04-07,31.995040893554688,32.3201936674902,31.62111388047882,32.17387536023589,4088729
126,2008-04-08,31.182165145874023,32.01130532494406,30.9545585999742,31.94627299318656,5753811
127,2008-04-09,31.26344108581543,31.539819566981883,30.905772221855386,31.27969916237415,3776374
128,2008-04-10,31.88123321533203,32.10883969233016,31.100867521314722,31.21466965727221,7075297
129,2008-04-11,32.027549743652344,32.35270246576811,31.702397021536573,32.19012610471023,4012660
130,2008-04-15,32.515289306640625,32.67786570907215,31.279708207144267,31.832467534394755,6362785
131,2008-04-16,32.076324462890625,33.06804072144403,31.946262049016294,32.84043425351777,4725794
132,2008-04-17,33.31190490722656,34.07601248452414,32.20638432409966,32.564053202040164,14831167
133,2008-04-21,33.848411560058594,34.433686999278876,33.490744828650875,33.81589760543065,7639361
134,2008-04-22,34.40117263793945,34.7913577545394,33.49074657942892,33.81589937320654,8814769
135,2008-04-23,34.43368911743164,34.840130113408165,33.97847608397135,34.466205279143175,5265604
136,2008-04-24,33.21437072753906,34.85639301961455,32.92173405195817,34.79136289227255,8801780
137,2008-04-25,33.490753173828125,33.962224376622636,33.0355378498565,33.81590603162902,4095990
138,2008-04-28,33.62080764770508,34.271113251368604,33.4907474090058,33.52326136613884,4708244
139,2008-04-29,34.092281341552734,34.41743416791676,33.653326349011536,33.81590276219355,6497143
140,2008-04-30,34.319881439208984,34.75883855446801,34.141049182331834,34.433685789115636,6331377
141,2008-05-02,34.628787994384766,35.60424656266784,34.56375565909875,34.840136468812524,5658418
142,2008-05-05,34.466209411621094,35.27909150103821,34.238600662517264,35.083998917544584,7642293
143,2008-05-06,34.17356491088867,34.85638663562966,33.9784745645937,34.189822991017444,5061166
144,2008-05-07,33.68584442138672,34.368666322152094,33.16560115873671,34.14105975692497,4303106
145,2008-05-08,33.279388427734375,33.620799225145454,33.08429811855876,33.425706710886836,3642073
146,2008-05-09,33.08430862426758,33.945962724842666,32.58032130663073,32.840444006548175,8621761
147,2008-05-12,33.08430862426758,33.32817324198699,32.35271256602565,33.08430862426758,4890395
148,2008-05-13,33.18185806274414,33.4257227198226,32.90547944110567,33.23063231721027,5056766
149,2008-05-14,33.230628967285156,33.40946347213149,32.51529315298366,32.51529315298366,2982486
150,2008-05-15,33.24687957763672,33.62080438138234,32.51528584459092,32.51528584459092,2646760
151,2008-05-16,33.50699996948242,33.60454624139637,33.100559007410425,33.49074409506622,4422288
152,2008-05-20,33.44197082519531,33.572033259875546,33.10055996614939,33.16559228603121,3464912
153,2008-05-21,33.6533317565918,34.14106107450854,32.677873120758306,32.677873120758306,3419088
154,2008-05-22,33.19811248779297,33.36068890792278,32.84044568655767,32.84044568655767,3558000
155,2008-05-23,32.64535140991211,33.45823346846815,32.515291162576624,33.00302039771025,4417028
156,2008-05-26,32.40148162841797,32.59657417341238,30.88951991741965,30.88951991741965,2605807
157,2008-05-27,31.426025390625,32.807924761265234,31.279707074750384,32.45025580683083,3316550
158,2008-05-28,32.580322265625,32.77541264249274,30.987072059911032,31.539831435328622,4505700
159,2008-05-29,33.116825103759766,33.49075220243548,32.15762464208533,32.92173471778815,11026212
160,2008-05-30,32.0600700378418,33.32816714089359,31.93000981423391,33.198104712202394,4023430
161,2008-06-02,30.694442749023438,32.515299933388,30.23922735039014,31.864991906042683,4431595
162,2008-06-03,29.556398391723633,30.564370780506355,29.28001762096181,30.23921797023768,6240766
163,2008-06-04,28.645967483520508,29.735227976065165,28.46713301307783,29.426333275346035,5762089
164,2008-06-05,28.59718894958496,28.808539548404898,27.637988831337342,28.613447027199275,9721099
165,2008-06-06,28.288307189941406,29.47511652560813,27.881866089730355,28.450883630025825,6317089
166,2008-06-09,27.89811134338379,28.580932959717106,26.662530526014628,27.96314144849099,6500809
167,2008-06-10,27.703022003173828,27.930630704802212,27.068974546697138,27.63799189060143,6717902
168,2008-06-11,27.833086013793945,28.288299032731523,27.637993459915865,27.963146246323696,2586175
169,2008-06-12,28.02817726135254,28.190753659769697,26.662535955665085,27.47541794775089,3244212
170,2008-06-13,27.849346160888672,28.25578717406129,27.556707308354216,27.979406403070463,4248430
171,2008-06-16,28.824796676635742,29.26375152726619,27.99565679644532,28.093203053835314,4354615
172,2008-06-17,29.686452865600586,29.91405934754708,28.320811768838425,29.231239901707596,4736084
173,2008-06-18,29.653942108154297,30.30424992582386,29.58891198791242,29.58891198791242,5055019
174,2008-06-19,29.01988983154297,29.588907149509502,28.548418780530202,29.068664067561468,4221271
175,2008-06-20,28.353328704833984,29.37756128902385,27.979403888355996,29.263756933530498,3837789
176,2008-06-23,27.361618041992188,28.22327441695282,27.085239442731673,28.125728121002798,4516050
177,2008-06-24,26.516218185424805,27.768057361109438,26.23983742037747,27.361614151593653,5238203
178,2008-06-25,25.784626007080078,26.321127284804984,25.19935048269055,26.012232542930533,3933879
179,2008-06-26,27.247814178466797,28.418365247134137,25.930944777486978,25.930944777486978,18253250
180,2008-06-27,26.04474639892578,26.922660784567743,25.898428069680026,26.337385262501005,6821283
181,2008-06-30,25.52449607849121,26.272347803144214,24.792902431455612,26.02848325413235,4596315
182,2008-07-01,23.71990394592285,25.52450250390835,22.809475626075027,25.52450250390835,6202295
183,2008-07-02,24.760395050048828,25.020517768852397,22.972054390264596,23.73616446329686,5245963
184,2008-07-03,24.110088348388672,24.7603940156893,23.411010638074004,24.549045555850107,4726793
185,2008-07-04,24.43524169921875,24.90671287697379,23.573587553841737,23.73616397410788,4862814
186,2008-07-07,24.971742630004883,25.979717302589748,24.760394168858276,24.760394168858276,5528014
187,2008-07-08,25.703332901000977,26.337380346097312,23.085850519921742,23.085850519921742,8354280
188,2008-07-09,27.491680145263672,27.60548231814651,26.044748218617883,26.044748218617883,6860769
189,2008-07-10,28.694747924804688,29.036158885651872,26.72757258381289,27.491682724514487,7216175
190,2008-07-11,27.329099655151367,29.328788475475324,27.117749013965916,28.971121721681037,6040791
191,2008-07-14,27.345361709594727,28.320822526476366,26.662542004386815,26.662542004386815,5942149
192,2008-07-15,26.20732307434082,26.955175015344185,26.01223270174237,26.66253835390465,3693378
193,2008-07-16,25.491994857788086,26.662546260847954,25.053037530369544,26.20733084628717,6973872
194,2008-07-17,26.792593002319336,26.98768553922475,26.01222726486421,26.01222726486421,5038238
195,2008-07-18,28.288307189941406,28.515913765042775,26.483708263987523,27.28033237938436,5983177
196,2008-07-21,29.881553649902344,30.06038815121704,28.30456150887793,28.776032681373913,8754188
197,2008-07-22,31.100872039794922,31.377250585916514,29.621426416741638,29.881549087566963,12631056
198,2008-07-23,33.295654296875,33.94595988981591,31.89749683103535,32.48277230569887,12798869
199,2008-07-24,32.125099182128906,33.91343933083583,30.125410625153553,30.125410625153553,10764301
200,2008-07-25,32.19013214111328,33.23062281106651,30.970809204527562,31.783691162251372,10710381
201,2008-07-28,31.93001937866211,32.82418974778832,31.57235034897804,32.19013990379529,5533881
202,2008-07-29,30.645662307739258,31.702409055756075,30.40179767358153,31.21467978744062,5145929
203,2008-07-30,31.93001937866211,32.19013990379529,30.922044625977165,30.922044625977165,7354746
204,2008-07-31,30.80823516845703,32.48277345244664,30.401794158520275,32.48277345244664,6006517
205,2008-08-01,31.7023983001709,31.832460717312753,29.263752785946163,30.32049917544355,4699412
206,2008-08-04,31.897499084472656,32.48277460048367,31.068358953880693,31.068358953880693,4301346
207,2008-08-05,33.32816696166992,33.5720315334358,31.7024009448141,32.02755370716861,9161115
208,2008-08-06,32.48277282714844,34.514977837711974,32.255166306982034,34.514977837711974,8616591
209,2008-08-07,32.40148162841797,33.133075364521986,31.39350715441909,31.39350715441909,4809365
210,2008-08-08,31.848731994628906,32.64535608508233,31.734927608099547,32.027564309055,4883824
211,2008-08-11,32.14136505126953,32.61283621827784,31.897500426428977,32.2551694248953,2714705
212,2008-08-12,31.58861541748047,32.51530215968567,31.34475071743536,32.35272348790447,5801276
213,2008-08-13,31.71866226196289,32.027556976716674,30.970810391186067,31.214674987846976,2754609
214,2008-08-14,30.954553604125977,31.86497964078889,30.889521282864237,31.539826854814002,2566362
215,2008-08-18,30.596879959106445,31.53982201160337,30.304243378699294,30.889516539513597,2963058
216,2008-08-19,30.027864456176758,30.7269419982,29.410072897914056,30.548109746810276,2941144
217,2008-08-20,30.36928367614746,30.61314831001667,30.157933003743832,30.239221215033567,3319410
218,2008-08-21,30.044124603271484,30.548111849815278,29.686455665702752,30.2392149468771,4138486
219,2008-08-22,29.735233306884766,31.084618912061874,28.9711254581283,31.084618912061874,4139879
220,2008-08-25,30.060392379760742,30.466833483065788,29.849041682991654,30.466833483065788,2034227
221,2008-08-26,30.109163284301758,30.206709586399608,29.556403845859304,29.751494244970978,1489491
222,2008-08-27,29.507619857788086,30.483078146797617,29.3450434762865,30.27172973287887,4297168
223,2008-08-28,29.068668365478516,29.914064325545407,28.694741321049698,29.58891152434655,7382078
224,2008-08-29,30.271738052368164,30.385542432729103,29.45885592145831,29.588916180370322,2219080
225,2008-09-01,30.255353927612305,30.38639947689798,29.649263263141155,30.206210180288544,3417069
226,2008-09-02,31.84429168701172,31.975337231399976,30.206209051425922,30.4683023619912,5030404
227,2008-09-04,31.17267608642578,31.746004191039308,30.910582794244736,31.483910898858262,2813325
228,2008-09-05,30.48468589782715,30.82868325489324,30.14068854076106,30.795920755443547,3330688
229,2008-09-08,32.09000778198242,33.384091027157815,31.778770686815356,32.106386810747814,8377948
230,2008-09-09,32.20466232299805,32.4667555869958,31.46752626776031,32.089998047478524,3737279
231,2008-09-10,31.926193237304688,32.466758843314125,31.61495620533526,32.04085752432469,3847698
232,2008-09-11,31.07439422607422,31.778767942996883,30.828682154339965,31.778767942996883,2567354
233,2008-09-12,31.385631561279297,32.23743436621663,30.877826128404696,31.28734628043437,6093354
234,2008-09-15,29.40355110168457,30.71401547767646,28.518988092247806,30.238972585737166,6770268
235,2008-09-16,29.97688102722168,30.238974362174922,27.847376291133635,28.256896432689025,4654621
236,2008-09-17,29.20697593688965,30.402773511161975,28.830216183971242,30.402773511161975,4674190
237,2008-09-18,29.14145851135254,29.714786690195726,27.044716346013015,28.830223658624018,6603710
238,2008-09-19,30.910581588745117,31.074389612246254,29.48545089556984,29.829448189279926,9821730
239,2008-09-22,30.238967895507812,33.08922924863012,29.993255863120616,31.7787628541099,4162514
240,2008-09-23,29.878591537475586,30.550204919319697,29.321644667820216,29.878591537475582,6569683
241,2008-09-24,30.56658363342285,30.89419967333389,29.583735513689742,29.976874317225295,5730103
242,2008-09-25,29.616504669189453,30.779542316878658,28.912128691844938,30.648494538359483,10926783
243,2008-09-26,29.14145851135254,29.78031168806606,28.633655330379685,29.78031168806606,4967945
244,2008-09-29,28.060321807861328,29.976874307656008,27.519754009107597,29.976874307656008,7859964
245,2008-09-30,28.10945701599121,29.157827663708943,26.536899933520626,26.536899933520626,6616439
246,2008-10-01,29.043169021606445,29.321641313685046,27.896510696252466,28.469840969823654,3743739
247,2008-10-03,29.452686309814453,29.813062575657163,28.66640657910745,29.19059306624545,4681406
248,2008-10-06,28.84660530090332,29.485456264527347,28.256895864562324,29.125079880277625,5560277
249,2008-10-07,29.796689987182617,30.435543148275464,28.830222953693074,28.830222953693074,9928258
250,2008-10-08,29.567352294921875,29.8130643084639,27.552512450804286,28.79745598556319,9985473
251,2008-10-10,29.38716697692871,30.058780348261205,27.208521053750378,29.452691966747384,9025179
252,2008-10-13,29.97688102722168,30.206211862134907,29.33803005075306,29.534600607415232,6805621
253,2008-10-14,29.25612449645996,31.090775523649405,29.026793673508493,30.14068751172354,5099383
254,2008-10-15,29.010412216186523,29.632881905701122,28.699177371429222,29.092316239637853,5495022
255,2008-10-16,27.896514892578125,28.60089079522557,27.35594925115527,28.60089079522557,6651066
256,2008-10-17,25.799768447875977,28.666408645932744,25.423008688772647,28.469840365424716,5586092
257,2008-10-20,26.09462547302246,27.126617415556687,25.275585306783544,25.89805716619831,7922965
258,2008-10-21,26.30757713317871,27.68356416202785,25.554059739207702,26.356718654220646,8047276
259,2008-10-22,24.86606788635254,26.24205506861856,24.620355810169716,26.04548674074563,5408099
260,2008-10-23,23.653884887695312,24.472925007732968,23.293506346163337,24.243594218480126,6641370
261,2008-10-24,20.59067726135254,23.260747593350317,20.31220268704112,22.933131492649295,9905588
262,2008-10-27,19.001739501953125,20.312203988737615,17.03604277177639,20.213918707870974,12878172
263,2008-10-29,21.50799560546875,22.86760108064689,19.656963921553054,21.622659869350734,13094201
264,2008-10-31,22.88399314880371,23.58836919634388,21.75371788855227,22.638281039106044,8097887
265,2008-11-03,23.58836555480957,24.210835247898782,22.769323093803955,24.178072749614575,4951148
266,2008-11-04,24.6203556060791,24.81692615411144,23.14608316120317,23.260747462731313,4515828
267,2008-11-05,23.71940803527832,25.816152109445646,23.26074422759083,25.816152109445646,6145587
268,2008-11-06,22.933128356933594,24.489306844271354,22.458085520228927,23.260744412838687,4896229
269,2008-11-07,24.718645095825195,25.45578144398072,22.605519120347957,22.769327197715853,8250147
270,2008-11-10,25.275592803955078,25.84892109038126,24.71864577007036,25.48854242162622,3775177
271,2008-11-11,24.98073387145996,26.02910492952185,24.407405706074208,25.39025398959264,8900004
272,2008-11-12,23.93236541748047,25.521304684954412,23.637511761684348,25.521304684954412,5705390
273,2008-11-14,23.850452423095703,24.898825520753324,23.55559887799728,23.719406896782726,4038880
274,2008-11-17,24.833301544189453,25.652343893163174,22.605511953888055,25.652343893163174,5361538
275,2008-11-18,23.49007797241211,24.767779731262564,23.03141415046912,24.767779731262564,6392448
276,2008-11-19,22.916748046875,24.32549745265127,22.62189228001665,23.58836136818806,5606729
277,2008-11-20,22.671037673950195,23.096936776415614,21.70456851521614,22.933128745686265,5080395
278,2008-11-21,24.112546920776367,24.866064289774197,21.950280074397988,22.523608169232862,8350092
279,2008-11-24,24.718645095825195,25.111784037150294,23.490084515565982,24.833309416909174,5420119
280,2008-11-25,24.112546920776367,25.27558435751339,23.915978621334688,24.980730797456594,5453771
281,2008-11-26,24.653114318847656,25.02987188596619,23.670266173193884,24.37463978886368,5246053
282,2008-11-27,24.653114318847656,24.653114318847656,24.653114318847656,24.653114318847656,0
283,2008-11-28,24.259973526000977,24.735018578586384,23.293506617458007,23.91597844900954,8464961
284,2008-12-01,24.063411712646484,25.685111161870722,23.96512642625338,24.73502524424537,5733003
285,2008-12-02,23.850452423095703,24.112545697510107,23.096935092324955,23.88321491556817,5879324
286,2008-12-03,24.57121467590332,24.88244953301233,23.34265427537649,24.079790515692586,6430656
287,2008-12-04,25.750629425048828,25.881677191164098,21.786473936812392,21.786473936812392,4648185
288,2008-12-05,25.439395904541016,26.667956277748836,24.587593157068042,24.587593157068042,5338962
289,2008-12-08,25.504915237426758,26.340336622800425,24.407402785243644,26.12738707557061,11709287
290,2008-12-10,25.09539031982422,26.700710013718382,24.735014061692326,26.700710013718382,11172070
291,2008-12-11,24.816926956176758,25.53768195260817,24.423785847406045,25.53768195260817,9867592
292,2008-12-12,24.04702377319336,24.325498303558113,23.52283720607919,24.210831797692972,9847702
293,2008-12-15,24.44015884399414,24.980726575114094,24.243590577777223,24.866060086813082,5741641
294,2008-12-16,25.373868942260742,25.685103741094654,23.260743671581633,24.57121007522955,9183505
295,2008-12-17,25.341110229492188,26.045486165396486,24.66949679173742,26.045486165396486,8720755
296,2008-12-18,26.09462547302246,26.37310001825915,24.767779959357682,24.767779959357682,12640018
297,2008-12-19,27.355960845947266,27.683577063678744,26.06187723026587,26.86453651935005,10050607
298,2008-12-22,27.372325897216797,27.60165666951078,26.422238095158352,26.422238095158352,6524631
299,2008-12-23,26.815383911132812,27.634424185379586,26.61881557838695,27.192143770359692,5151765
300,2008-12-24,26.356714248657227,27.17575427437662,22.114085138000156,22.114085138000156,13318746
301,2008-12-26,26.40585708618164,27.79822519975522,25.717864763135957,27.79822519975522,5480531
302,2008-12-29,26.96280860900879,27.175758157408005,25.881675176222863,26.700715318971508,3418418
303,2008-12-30,26.913658142089844,27.355940597370424,25.91442897326973,26.897276898970556,4868199
304,2008-12-31,27.241283416748047,27.65080352558895,26.63519498873677,27.65080352558895,4396180
305,2009-01-02,27.634414672851562,28.09307840161841,27.110230410845677,28.09307840161841,3976548
306,2009-01-05,27.011951446533203,28.093084932058098,26.66795412544046,28.093084932058098,4505326
